wwtp,fate_process,node_id,n,mean_loss_percent,median_loss_percent,q05_loss_percent,q25_loss_percent,q75_loss_percent,q95_loss_percent,model_version
North,Settling / Resuspension,S-MH20008357.1,500,50.42565513344318,50.42745457854754,44.58100099672355,47.58872055733805,53.09766016654609,55.85358838110102,Daily-averaged
North,Settling / Resuspension,S-MH20008358.3,500,31.070474209597094,31.108333616404693,28.00399602684426,29.856944648702726,32.41510613875455,33.94849191651875,Daily-averaged
North,Settling / Resuspension,S-MH20008359.1,500,12.613135939820175,12.560684715280562,10.695641072476027,11.645071604727159,13.613856710327385,14.69126632173489,Daily-averaged
North,Settling / Resuspension,S-MH20008363.1,500,12.613135926590981,12.560684715280562,10.695641072475942,11.645071604726851,13.61385671031576,14.691266321691902,Daily-averaged
North,Settling / Resuspension,S-MH20008368.1,500,28.518992823507478,28.535205986273905,25.664770230431913,27.352468569597793,29.84977443614352,31.03664238114359,Daily-averaged
North,Settling / Resuspension,S-MH20008377.1,500,12.661198221971162,12.599771376048984,10.713026048255983,11.662241795701991,13.678693045208599,14.801682932388557,Daily-averaged
North,Settling / Resuspension,S-MH20008379.1,500,66.40286226866026,66.34931560721145,61.102498543105035,63.639075121313304,69.35643261433835,71.90129544051307,Daily-averaged
North,Settling / Resuspension,S-MH20008387.1,500,31.070474209597094,31.108333616404693,28.00399602684426,29.856944648702726,32.41510613875455,33.94849191651875,Daily-averaged
North,Settling / Resuspension,S-MH20008401.1,500,94.7572409746686,95.25055440611986,90.30301313504772,92.94010348655479,96.81905945218702,97.79134113482871,Daily-averaged
North,Settling / Resuspension,S-MH20008416.1,500,58.411446320302154,57.70288268852035,51.65348081726342,54.873214652194605,61.59565860380948,66.9340291698073,Daily-averaged
North,Settling / Resuspension,S-MH20008420.1,500,58.37866241838466,57.69285159117393,51.60791609129971,54.79119182511034,61.567949416505826,66.93306832369322,Daily-averaged
North,Settling / Resuspension,S-MH20008423.1,500,56.1180286651799,56.00993255321812,50.51703506337286,53.5276282750646,58.79473852900838,61.603351812274724,Daily-averaged
North,Settling / Resuspension,S-MH20008426.2,500,75.3428594856097,75.05021354791798,65.74021874830174,71.413251817109,79.58634794569781,84.72227433983784,Daily-averaged
North,Settling / Resuspension,S-MH20008428.1,500,54.4007708101658,54.32503697993549,48.64494251814123,51.77228545669152,57.11368001257056,59.811257378546294,Daily-averaged
North,Settling / Resuspension,S-MH20008429.1,500,54.4016821749615,54.325036979937195,48.64494252337962,51.77229844539232,57.11369095485197,59.811257378546806,Daily-averaged
North,Settling / Resuspension,S-MH20008431.1,500,14.689061548582512,14.441558943180816,10.917064204261907,12.46118768983381,17.250354457677023,18.67405298174464,Daily-averaged
North,Settling / Resuspension,S-MH20008440.1,500,85.60923070061311,86.0348678928393,79.28283113081972,82.6271792636839,88.93898053771093,90.93039886498029,Daily-averaged
North,Settling / Resuspension,S-MH20008447.1,500,90.0008049480256,90.32186648277502,81.91638677831978,87.11036331808008,93.61852570651082,95.89093517142085,Daily-averaged
North,Settling / Resuspension,S-MH20008448.1,500,50.750703211377726,50.93903109659553,44.73176302691142,48.07646969602442,53.44468305988225,56.165094992870536,Daily-averaged
North,Settling / Resuspension,S-MH20008451.1,500,83.64358056310688,83.80914503550454,76.6482323133633,80.33152957101213,87.29093284734036,89.96243281245714,Daily-averaged
North,Settling / Resuspension,S-MH20008452.1,500,85.60658966921896,86.03480227818338,79.27571977016467,82.60197206634456,88.93898053771093,90.93038577478958,Daily-averaged
North,Settling / Resuspension,S-MH20008455.1,500,50.522260609699515,50.60119449966034,44.67162147603258,47.72751019072677,53.14602441820004,55.92559936500226,Daily-averaged
North,Settling / Resuspension,S-MH20008459.1,500,31.07048060940581,31.108335997249686,28.004000650682663,29.856944649143337,32.415106153968985,33.948491988783026,Daily-averaged
