simulation,location,sample_fraction,effective_surveillance_coverage_percent
168,North,Solids,32.89373037464992
168,North,Liquid,49.37256162775447
168,South,Total,87.21445791869151
168,South,Solids,38.60220771341009
168,South,Liquid,50.07420807481671
168,West,Total,83.05075637278613
168,West,Solids,35.70083976703126
168,West,Liquid,49.814605277062896
169,North,Total,73.0314459981982
169,North,Solids,28.871311160049622
169,North,Liquid,44.213241285414036
169,South,Total,80.34999437638263
169,South,Solids,33.966249245924175
169,South,Liquid,46.23754244287374
169,West,Total,77.65373585822329
169,West,Solids,31.326657270515952
169,West,Liquid,46.325176208508864
170,North,Total,78.9028338758065
170,North,Solids,33.84603973940078
170,North,Liquid,50.04241326740361
170,South,Total,87.44324404148772
170,South,Solids,38.75261406581753
170,South,Liquid,50.75812382573523
170,West,Total,83.01494509177523
170,West,Solids,36.17530729544308
170,West,Liquid,50.5125406752552
171,North,Total,76.24994558013556
171,North,Solids,42.754660748490494
171,North,Liquid,34.2509749640559
171,South,Total,84.88106880998359
171,South,Solids,49.63908991211319
171,South,Liquid,35.27627818588221
171,West,Total,80.69480714346314
171,West,Solids,45.984124637696326
171,West,Liquid,35.21952578072468
172,North,Total,80.78263192594486
172,North,Solids,44.19047394095569
172,North,Liquid,37.58967560727745
172,South,Total,88.73441167313833
172,South,Solids,51.32304939338265
172,South,Liquid,37.89609281252364
172,West,Total,84.61916508807846
172,West,Solids,47.65303906644382
172,West,Liquid,37.71156512112778
173,North,Total,80.13767283571461
173,North,Solids,40.68841224424524
173,North,Liquid,41.74248887736145
173,South,Total,88.38767065141836
173,South,Solids,47.34308794035132
173,South,Liquid,42.12379597290765
173,West,Total,83.95061295958605
173,West,Solids,43.791212566644944
173,West,Liquid,41.87555950163285
174,North,Total,76.86028022485621
174,North,Solids,45.85790780678553
174,North,Liquid,33.84395649403141
174,South,Total,86.93003120170782
174,South,Solids,54.27730787208437
174,South,Liquid,34.06804143321377
174,West,Total,81.71282579897112
174,West,Solids,49.935667291369256
174,West,Liquid,33.91613926375886
175,North,Total,81.81213733484091
175,North,Solids,34.84992034824472
175,North,Liquid,49.244575390181936
175,South,Total,89.41887005693067
175,South,Solids,40.90477951727871
175,South,Liquid,49.610846332500365
175,West,Total,85.3863177540669
175,West,Solids,37.74814838070841
175,West,Liquid,49.337013451108525
176,North,Total,81.70792306861419
176,North,Solids,34.08301464809888
176,North,Liquid,49.57391255273372
176,South,Total,88.85214508749026
176,South,Solids,39.67116227464758
176,South,Liquid,50.0977329471924
176,West,Total,85.244776061053
176,West,Solids,36.851749783706836
176,West,Liquid,49.82996490488453
177,North,Total,81.27697394625912
177,North,Solids,31.225662160501038
177,North,Liquid,51.48408131480073
177,South,Total,88.00174466743601
177,South,Solids,36.18616752061899
177,South,Liquid,52.36645980120156
177,West,Total,84.68915759397497
177,West,Solids,33.59538556731407
177,West,Liquid,52.14104950106575
178,North,Total,84.24296464053637
178,North,Solids,41.49556399303717
178,North,Liquid,41.075370786890964
178,South,Total,90.36013433191683
178,South,Solids,48.147510738279585
178,South,Liquid,41.388761477417916
178,West,Total,87.08356980611931
178,West,Solids,44.73600780620202
178,West,Liquid,41.109761974462565
179,North,Total,76.16509099905517
179,North,Solids,37.237473408163396
179,North,Liquid,42.236539007930915
179,South,Total,85.71731639000376
179,South,Solids,43.76576861992942
179,South,Liquid,43.093340324168686
179,West,Total,80.99269472585671
179,West,Solids,40.41417313247011
179,West,Liquid,42.96261567087776
180,North,Total,79.56709431739415
180,North,Solids,44.340569946641466
180,North,Liquid,37.70528921023405
180,South,Total,87.82269993180691
180,South,Solids,51.156882526547584
180,South,Liquid,37.9581750093748
180,West,Total,83.5015063788386
180,West,Solids,47.64354691010723
180,West,Liquid,37.73580714942399
181,North,Total,81.22651556829389
181,North,Solids,36.584107653899814
181,North,Liquid,45.50440314648011
181,South,Total,88.64287687344799
181,South,Solids,43.15141269104087
181,South,Liquid,45.91758161623516
181,West,Total,84.84812755976127
181,West,Solids,39.809871874825156
181,West,Liquid,45.684406845360336
182,North,Total,78.73771642787133
182,North,Solids,44.39689656808582
182,North,Liquid,35.58760406339528
182,South,Total,87.49825003758022
182,South,Solids,52.0035888591199
182,South,Liquid,36.03868200912411
182,West,Total,83.03283027267393
182,West,Solids,48.076727184097685
182,West,Liquid,35.87397922991823
183,North,Total,81.83594216833484
183,North,Solids,42.15327623324288
183,North,Liquid,41.577692922648914
183,South,Total,89.29987923755499
183,South,Solids,48.36329313015079
183,South,Liquid,41.873585411176755
183,West,Total,85.27732557488946
183,West,Solids,45.070314404753304
183,West,Liquid,41.63460213393998
184,North,Total,76.1426044112078
184,North,Solids,47.24577658025484
184,North,Liquid,30.324814671862793
184,South,Total,85.78021822076363
184,South,Solids,55.2014791306359
184,South,Liquid,30.99451272529391
184,West,Total,80.98220918785292
184,West,Solids,51.08677377765268
184,West,Liquid,30.90813461422366
185,North,Total,78.40131904007443
185,North,Solids,31.03207260682104
185,North,Liquid,48.20078098309798
185,South,Total,85.50586288230926
185,South,Solids,35.94249499480615
185,South,Liquid,49.594119650413795
185,West,Total,82.36907016219084
185,West,Solids,33.3928268593721
185,West,Liquid,49.519895271198
186,North,Total,78.24620235880647
186,North,Solids,38.155460599311446
186,North,Liquid,44.60326194552475
186,South,Total,87.32446781052057
186,South,Solids,44.785051233831055
186,South,Liquid,44.878260026439555
186,West,Total,82.58660508904565
186,West,Solids,41.36190039346509
186,West,Liquid,44.65294379801979
187,North,Total,81.07930746754883
187,North,Solids,33.65968925359098
187,North,Liquid,47.7596281016963
187,South,Total,87.37646273614696
187,South,Solids,38.67865098665094
187,South,Liquid,48.79072935269429
187,West,Total,84.31883488784267
187,West,Solids,36.013727065063364
187,West,Liquid,48.5439264604971
188,North,Total,75.7879051075475
188,North,Solids,43.552056863358956
188,North,Liquid,36.578633585460324
188,South,Total,85.97961496294425
188,South,Solids,51.158188821757
188,South,Liquid,36.932800612576166
188,West,Total,80.75409732386257
188,West,Solids,47.26144817577676
188,West,Liquid,36.743139536345396
189,North,Total,82.72579807902684
189,North,Solids,27.462430133447963
189,North,Liquid,56.40540324422797
189,South,Total,88.99709987477063
189,South,Solids,32.271826533238915
189,South,Liquid,57.20624070160913
189,West,Total,85.80554978282323
189,West,Solids,29.72327552394977
189,West,Liquid,56.92734897172569
190,North,Total,80.8251903202009
190,North,Solids,31.64955187878615
190,North,Liquid,48.8716703364936
190,South,Total,86.62751399847596
190,South,Solids,36.47361780768231
190,South,Liquid,50.09656736728204
190,West,Total,84.10321590706471
190,West,Solids,33.94803538329807
190,West,Liquid,49.945645612376
191,North,Total,82.08684369902706
191,North,Solids,43.283530318052115
191,North,Liquid,38.1538979189579
191,South,Total,89.40292747026699
191,South,Solids,50.651105422279365
191,South,Liquid,38.43110158952338
191,West,Total,85.51275195926279
191,West,Solids,46.81402591277435
191,West,Liquid,38.212092338455804
192,North,Total,85.3924976804284
192,North,Solids,42.559225357881935
192,North,Liquid,38.68005650389289
192,South,Total,91.05955467937925
192,South,Solids,50.053370763084814
192,South,Liquid,38.97812664753374
192,West,Total,88.0578237671162
192,West,Solids,46.12080515680962
192,West,Liquid,38.80229674976657
193,North,Total,74.88228265543066
193,North,Solids,40.511346367460874
193,North,Liquid,34.856453366100595
193,South,Total,83.75072635083556
193,South,Solids,47.17671098092254
193,South,Liquid,36.18572272849349
193,West,Total,79.62103888702079
193,West,Solids,43.70108547346715
193,West,Liquid,36.123983708294524
194,North,Total,79.33700932391366
194,North,Solids,36.626948932584114
194,North,Liquid,43.87583097021617
194,South,Total,87.13180589320649
194,South,Solids,42.8993187223197
194,South,Liquid,44.66609571924379
194,West,Total,83.19356747656876
194,West,Solids,39.58364922726536
194,West,Liquid,44.4598735973088
195,North,Total,82.97839412412877
195,North,Solids,37.87538154639331
195,North,Liquid,45.606940943435106
195,South,Total,89.99974396547576
195,South,Solids,44.405569318031304
195,South,Liquid,45.85264195774785
195,West,Total,86.35615869272287
195,West,Solids,41.10355474143523
195,West,Liquid,45.630937281325934
196,North,Total,84.64086133527019
196,North,Solids,25.54564788937152
196,North,Liquid,61.92541325831398
196,South,Total,90.68837218402349
196,South,Solids,29.78378287849905
196,South,Liquid,62.33363616928005
196,West,Total,87.36902853892519
196,West,Solids,27.526142953794015
196,West,Liquid,61.995424646980204
197,North,Total,79.09941323132979
197,North,Solids,35.841570808860176
197,North,Liquid,44.018753808611
197,South,Total,86.46767206680339
197,South,Solids,41.676275283677114
197,South,Liquid,45.00988774692862
197,West,Total,82.97118372261285
197,West,Solids,38.67847779151424
197,West,Liquid,44.82487026454856
198,North,Total,81.7554704712757
198,North,Solids,32.971911890981985
198,North,Liquid,50.639013440623046
198,South,Total,88.72180098024833
198,South,Solids,38.1969045947857
198,South,Liquid,51.31629599680492
198,West,Total,85.18762147266139
198,West,Solids,35.493423632662264
198,West,Liquid,51.05209289954923
199,North,Total,77.2372884499682
199,North,Solids,43.88392730575314
199,North,Liquid,33.057807872460366
199,South,Total,85.39880713750865
199,South,Solids,51.439693120374685
199,South,Liquid,33.884921109707236
199,West,Total,81.47097590857749
199,West,Solids,47.52863508623537
199,West,Liquid,33.73783724641005
200,North,Total,80.26697424037324
200,North,Solids,42.956915104141736
200,North,Liquid,37.954784483692144
200,South,Total,88.1508851844917
200,South,Solids,49.93535627009348
200,South,Liquid,38.482378386543935
200,West,Total,84.12098725410033
200,West,Solids,46.27351746669655
200,West,Liquid,38.32262733529952
201,North,Total,76.29885443278958
201,North,Solids,31.35485135646483
201,North,Liquid,51.0975958132857
201,South,Total,86.29271491979722
201,South,Solids,37.03588502491266
201,South,Liquid,51.827306174411866
201,West,Total,81.24583173370998
201,West,Solids,34.144807523149865
201,West,Liquid,51.54277239381809
202,North,Total,79.62034358472178
202,North,Solids,34.26160256579357
202,North,Liquid,49.736349471690076
202,South,Total,88.00109719580759
202,South,Solids,40.13228753647227
202,South,Liquid,50.087375006537485
202,West,Total,83.66827758983217
202,West,Solids,37.156305951867246
202,West,Liquid,49.778328353425884
203,North,Total,82.53290869391398
203,North,Solids,43.99482688300175
203,North,Liquid,36.02003228934681
203,South,Total,88.8678145918529
203,South,Solids,51.272796937023514
203,South,Liquid,36.54887570932146
203,West,Total,85.7330031909554
203,West,Solids,47.49685762215862
203,West,Liquid,36.38716790697627
204,North,Total,78.25049090873262
204,North,Solids,45.26193947155943
204,North,Liquid,35.80030147094552
204,South,Total,87.48052396391166
204,South,Solids,52.86468323301364
204,South,Liquid,36.03779706766454
204,West,Total,82.79148764265683
204,West,Solids,49.0277395923882
204,West,Liquid,35.872433882612874
205,North,Total,84.3643617661795
205,North,Solids,38.6322055020887
205,North,Liquid,43.51004590059265
205,South,Total,90.24254468466069
205,South,Solids,45.25672785795786
205,South,Liquid,44.00357019800801
205,West,Total,87.37856460180647
205,West,Solids,41.932184684197495
205,West,Liquid,43.82566982049427
206,North,Total,75.80819343659732
206,North,Solids,38.45562676815885
206,North,Liquid,40.03760716854982
206,South,Total,85.2219339906199
206,South,Solids,44.749484833455696
206,South,Liquid,41.0581551786411
206,West,Total,80.43365851207757
206,West,Solids,41.40324691417862
206,West,Liquid,40.916052765176396
207,North,Total,78.27577022661966
207,North,Solids,37.6809777958938
207,North,Liquid,46.36038172108385
207,South,Total,87.682967636669
207,South,Solids,43.92207867629699
207,South,Liquid,46.63978022091884
207,West,Total,82.77469389568456
207,West,Solids,40.69968511290258
207,West,Liquid,46.38910238098114
208,North,Total,83.9629914517811
208,North,Solids,32.053895296562104
208,North,Liquid,51.41059361142315
208,South,Total,89.27414556221227
208,South,Solids,36.837738968081496
208,South,Liquid,52.254031209278985
208,West,Total,86.70387259577063
208,West,Solids,34.400098340350475
208,West,Liquid,51.95295435243812
209,North,Total,85.51365837838586
209,North,Solids,27.625906660806393
209,North,Liquid,58.629897942877875
209,South,Total,91.00851979793083
209,South,Solids,32.25685653719716
209,South,Liquid,59.110477394599535
209,West,Total,88.11946982318807
209,West,Solids,29.89336384968235
209,West,Liquid,58.77569915676849
210,North,Total,78.09457092045619
210,North,Solids,34.84138860487683
210,North,Liquid,47.766711534107394
210,South,Total,87.25276415668854
210,South,Solids,40.769254235642876
210,South,Liquid,48.39966458099887
210,West,Total,82.64904075668889
210,West,Solids,37.75069236301905
210,West,Liquid,48.185846637176816
211,North,Total,87.66651735696986
211,North,Solids,24.747683242230337
211,North,Liquid,63.741907434908875
211,South,Total,92.3826043158098
211,South,Solids,28.740959284108204
211,South,Liquid,64.07055962368662
211,West,Total,89.72974259582129
211,West,Solids,26.593224824437943
211,West,Liquid,63.77092247408274
212,North,Total,80.72103827485836
212,North,Solids,25.04402284786612
212,North,Liquid,61.237137055046155
212,South,Total,88.50530528563311
212,South,Solids,29.04764639350032
212,South,Liquid,61.943759782725394
212,West,Total,84.45996312371985
212,West,Solids,26.938721776606993
212,West,Liquid,61.6692040665854
213,North,Total,75.82914581767454
213,North,Solids,38.400288020100945
213,North,Liquid,39.914826721694915
213,South,Total,85.23855194356209
213,South,Solids,44.828339569504536
213,South,Liquid,40.93753673625236
213,West,Total,80.56770375804872
213,West,Solids,41.48063816151441
213,West,Liquid,40.80042107446345
214,North,Total,79.9734085216598
214,North,Solids,29.58882631014106
214,North,Liquid,52.979082332869766
214,South,Total,87.2575768090729
214,South,Solids,33.86870518054387
214,South,Liquid,54.10410667756954
214,West,Total,83.6446051837257
214,West,Solids,31.584797353420363
214,West,Liquid,53.92217692180953
215,North,Total,83.56114776458267
215,North,Solids,36.36988454071967
215,North,Liquid,45.861207567241216
215,South,Total,89.70586527259289
215,South,Solids,42.70627800631714
215,South,Liquid,46.4298025634481
215,West,Total,86.55718250378315
215,West,Solids,39.39544531330416
215,West,Liquid,46.18739297198493
216,North,Total,76.4056775707031
216,North,Solids,45.87878717459312
216,North,Liquid,34.665414272997694
216,South,Total,86.45815762198593
216,South,Solids,53.62154458501337
216,South,Liquid,34.91754586776456
216,West,Total,81.2113568449788
216,West,Solids,49.59801109879855
216,West,Liquid,34.74118879695912
217,North,Total,81.18103210982144
217,North,Solids,27.514961945855383
217,North,Liquid,59.015231304584695
217,South,Total,89.29383639719131
217,South,Solids,32.38696264769389
217,South,Liquid,59.43716770723749
217,West,Total,85.14419785433574
217,West,Solids,29.93218642929404
217,West,Liquid,59.12533066283915
218,North,Total,80.14395251932292
218,North,Solids,35.65314945546948
218,North,Liquid,47.49647190112163
218,South,Total,88.07823107486622
218,South,Solids,40.964033632077616
218,South,Liquid,48.2410632704722
218,West,Total,84.13973131835682
218,West,Solids,38.24503465437819
218,West,Liquid,48.05526199213946
219,North,Total,80.06474752322308
219,North,Solids,28.407889366446366
219,North,Liquid,54.77646288893281
219,South,Total,87.43822977252604
219,South,Solids,33.07680297638074
219,South,Liquid,55.65617001464426
219,West,Total,83.60367869154508
219,West,Solids,30.585196532709276
219,West,Liquid,55.327633860820455
220,North,Total,79.01363224535875
220,North,Solids,38.87980103223628
220,North,Liquid,43.87805074267698
220,South,Total,87.8928543738002
220,South,Solids,45.596344603424726
220,South,Liquid,44.17085927839432
220,West,Total,83.26453468620564
220,West,Solids,42.14421142462859
220,West,Liquid,43.92164573549693
221,North,Total,75.0110423319351
221,North,Solids,34.703322642797836
221,North,Liquid,40.18237024402544
221,South,Total,82.15464099304127
221,South,Solids,40.484394938094745
221,South,Liquid,41.80646844638233
221,West,Total,79.34712696622691
221,West,Solids,37.517742504930794
221,West,Liquid,41.78607910060816
222,North,Total,85.69531229821729
222,North,Solids,27.888513646357183
222,North,Liquid,59.16370457356125
222,South,Total,91.26987489964313
222,South,Solids,32.34181587445477
222,South,Liquid,59.596830771535934
222,West,Total,88.40421732602067
222,West,Solids,30.06208213909397
222,West,Liquid,59.361845560649705
223,North,Total,80.27263504680121
223,North,Solids,41.933017598148645
223,North,Liquid,39.81933730578665
223,South,Total,88.36736156824945
223,South,Solids,49.01964117385194
223,South,Liquid,40.097016505895475
223,West,Total,84.00440060791239
223,West,Solids,45.26578458600643
223,West,Liquid,39.86136608484293
224,North,Total,81.16671613784237
224,North,Solids,35.67612408243175
224,North,Liquid,48.377379339210066
224,South,Total,88.60175472557968
224,South,Solids,40.8544539893185
224,South,Liquid,48.99630155391152
224,West,Total,84.82286562991094
224,West,Solids,38.161702474134614
224,West,Liquid,48.80316162487544
225,North,Total,79.4526293066749
225,North,Solids,33.27713461721047
225,North,Liquid,48.682941788531785
225,South,Total,87.63725725510272
225,South,Solids,39.395752995446045
225,South,Liquid,49.3386912568356
225,West,Total,83.55621668132983
225,West,Solids,36.264094252064126
225,West,Liquid,49.14258955871449
226,North,Total,79.49800128295954
226,North,Solids,50.806196537275014
226,North,Liquid,28.12562259496008
226,South,Total,87.5266574886233
226,South,Solids,58.72636753524398
226,South,Liquid,28.583588652133113
226,West,Total,83.37249251151508
226,West,Solids,54.52148168471005
226,West,Liquid,28.437902880528515
227,North,Total,83.67571422716577
227,North,Solids,42.382277399712606
227,North,Liquid,38.29333990591242
227,South,Total,90.12449068123607
227,South,Solids,50.041517843956505
227,South,Liquid,38.55461505751102
227,West,Total,86.76077624405784
227,West,Solids,46.13841384299684
227,West,Liquid,38.362000721341325
228,North,Total,76.62265136709652
228,North,Solids,42.230281923783586
228,North,Liquid,34.11648832101624
228,South,Total,84.21640291810132
228,South,Solids,49.00555346862172
228,South,Liquid,35.22673796791825
228,West,Total,80.83442324036405
228,West,Solids,45.444560942281996
228,West,Liquid,35.2088391592952
229,North,Total,79.75538888858966
229,North,Solids,45.92925186921899
229,North,Liquid,34.8910334280024
229,South,Total,88.12716164547044
229,South,Solids,53.454543444997846
229,South,Liquid,35.1870852009354
229,West,Total,83.68280418054023
229,West,Solids,49.52038122401755
229,West,Liquid,34.95420480995106
230,North,Total,82.50060436112648
230,North,Solids,40.752961548234786
230,North,Liquid,41.29292750862763
230,South,Total,89.59653404692511
230,South,Solids,47.74072962876302
230,South,Liquid,41.6336817826931
230,West,Total,85.96074371554529
230,West,Solids,44.11976214145902
230,West,Liquid,41.496516572065936
231,North,Total,82.6048154673086
231,North,Solids,36.06984728089898
231,North,Liquid,47.82921144732795
231,South,Total,89.59994455264425
231,South,Solids,41.92164192157487
231,South,Liquid,48.27752560161602
231,West,Total,85.95043547262512
231,West,Solids,38.89620343280516
231,West,Liquid,48.00813228815006
232,North,Total,83.75737269774852
232,North,Solids,36.719608292096275
232,North,Liquid,47.26164832271243
232,South,Total,90.33585650324211
232,South,Solids,42.85651748937688
232,South,Liquid,47.58869988387787
232,West,Total,86.76891237792455
232,West,Solids,39.640631553100256
232,West,Liquid,47.2952040693006
233,North,Total,79.53770315406247
233,North,Solids,40.95443704643342
233,North,Liquid,38.32338775337378
233,South,Total,86.98056167674804
233,South,Solids,47.75091783062709
233,South,Liquid,39.15858696995683
233,West,Total,83.49326599629123
233,West,Solids,44.277337974828676
233,West,Liquid,39.03560910826846
234,North,Total,78.8382175089064
234,North,Solids,41.923768073840925
234,North,Liquid,39.30766272345236
234,South,Total,87.62404361625462
234,South,Solids,49.0706778696895
234,South,Liquid,39.688561205745025
234,West,Total,82.97012818803485
234,West,Solids,45.29380496630037
234,West,Liquid,39.47241869222141
235,North,Total,83.42632672898367
235,North,Solids,30.199505180817027
235,North,Liquid,54.95194361121247
235,South,Total,89.96577083945773
235,South,Solids,35.36698172389316
235,South,Liquid,55.42554486123799
235,West,Total,86.53921414723604
235,West,Solids,32.70259671348551
235,West,Liquid,55.118125324335765
236,North,Total,80.2939807188623
236,North,Solids,39.09543917704711
236,North,Liquid,42.96197565302801
236,South,Total,88.29654243425024
236,South,Solids,45.72253264482178
236,South,Liquid,43.39763881707446
236,West,Total,84.11135431106064
236,West,Solids,42.27598800202072
236,West,Liquid,43.14261095374499
237,North,Total,85.18685936070192
237,North,Solids,27.351268816580298
237,North,Liquid,59.05223638448449
237,South,Total,90.78167957255549
237,South,Solids,31.74744044468189
237,South,Liquid,59.601821826528415
237,West,Total,87.82451967633996
237,West,Solids,29.453711608734878
237,West,Liquid,59.27307659178545
238,North,Total,86.66237466234266
238,North,Solids,36.374911047321426
238,North,Liquid,48.05194231838348
238,South,Total,91.80215645816033
238,South,Solids,42.326236256205426
238,South,Liquid,48.34102731248006
238,West,Total,89.04835066634547
238,West,Solids,39.28311490576251
238,West,Liquid,48.087937540436755
239,North,Total,73.18466265168878
239,North,Solids,31.178614778604285
239,North,Liquid,42.04082134705807
239,South,Total,81.11398873629858
239,South,Solids,36.35613401520452
239,South,Liquid,44.01648314439912
239,West,Total,77.86170399031951
239,West,Solids,33.65050737978881
239,West,Liquid,44.04043046178817
240,North,Total,78.32606686465914
240,North,Solids,30.83593255108595
240,North,Liquid,55.286676548656445
240,South,Total,87.53623238285334
240,South,Solids,35.746192947539626
240,South,Liquid,55.669297048113656
240,West,Total,82.82931222124488
240,West,Solids,33.26577208471434
240,West,Liquid,55.335593132170345
241,North,Total,79.44038123248488
241,North,Solids,41.815643827116475
241,North,Liquid,40.979798100454836
241,South,Total,88.0788789097318
241,South,Solids,48.34880460731331
241,South,Liquid,41.338610093200316
241,West,Total,83.4406812312961
241,West,Solids,44.83628245820832
241,West,Liquid,41.15570576295738
242,North,Total,80.09491320632858
242,North,Solids,46.44963987302565
242,North,Liquid,32.126120069134416
242,South,Total,87.58776924312535
242,South,Solids,54.328597266774715
242,South,Liquid,32.69055214675563
242,West,Total,84.02030063361198
242,West,Solids,50.334032314481135
242,West,Liquid,32.58986203686581
243,North,Total,81.71341698179137
243,North,Solids,32.59302222862236
243,North,Liquid,53.23313329503652
243,South,Total,89.36619217900503
243,South,Solids,37.83168568495244
243,South,Liquid,53.57416478832663
243,West,Total,85.33492484271356
243,West,Solids,35.12693522624574
243,West,Liquid,53.27803477892608
244,North,Total,83.04767400053183
244,North,Solids,34.55634228124336
244,North,Liquid,46.93023156216071
244,South,Total,88.37297866814691
244,South,Solids,40.02167321422791
244,South,Liquid,47.85457010377276
244,West,Total,85.97324682796052
244,West,Solids,37.18660447064679
244,West,Liquid,47.676880348797916
245,North,Total,77.5788436218016
245,North,Solids,48.53558208395015
245,North,Liquid,28.210944556880758
245,South,Total,86.25311893460629
245,South,Solids,57.18700441786824
245,South,Liquid,28.781212934472993
245,West,Total,82.05307602349355
245,West,Solids,52.76382464200196
245,West,Liquid,28.692775178715973
246,North,Total,78.57142212726147
246,North,Solids,43.20609413354541
246,North,Liquid,37.2662852558167
246,South,Total,87.23294369514511
246,South,Solids,49.94801647537365
246,South,Liquid,37.93283718796777
246,West,Total,82.9102909375542
246,West,Solids,46.48443755682573
246,West,Liquid,37.77222903322542
247,North,Total,82.38614361311983
247,North,Solids,45.90963263054555
247,North,Liquid,36.80143094831907
247,South,Total,89.54750937195975
247,South,Solids,52.71240897575878
247,South,Liquid,37.00508797931509
247,West,Total,85.63578272937482
247,West,Solids,49.045132535345196
247,West,Liquid,36.84210156137559
248,North,Total,83.64163694288685
248,North,Solids,34.560521466424156
248,North,Liquid,50.82753373384611
248,South,Total,90.30947365311285
248,South,Solids,39.974664903997315
248,South,Liquid,51.18500808240759
248,West,Total,86.85145859455511
248,West,Solids,37.23497651584956
248,West,Liquid,50.90493347684792
249,North,Total,82.84782857602109
249,North,Solids,44.596812403169736
249,North,Liquid,38.05266109453949
249,South,Total,89.94297905711373
249,South,Solids,51.54512879277756
249,South,Liquid,38.29945044400121
249,West,Total,86.0982889840438
249,West,Solids,47.83550643729983
249,West,Liquid,38.11229370179936
250,North,Total,74.48217376743483
250,North,Solids,42.10436746791227
250,North,Liquid,32.350169673879556
250,South,Total,82.5641034933274
250,South,Solids,48.924839407574005
250,South,Liquid,33.6750988037539
250,West,Total,79.09957690453673
250,West,Solids,45.44830923216722
250,West,Liquid,33.64357704128037
251,North,Total,83.90945533918972
251,North,Solids,29.746898584331777
251,North,Liquid,54.45789347531257
251,South,Total,89.47950695597135
251,South,Solids,34.3753975661777
251,South,Liquid,55.226831311552175
251,West,Total,86.71801071642575
251,West,Solids,32.06198968769996
251,West,Liquid,54.865676388763696
252,North,Total,77.5704704771496
252,North,Solids,44.047013406611626
252,North,Liquid,34.49338929667592
252,South,Total,86.55031620110259
252,South,Solids,51.86024959981073
252,South,Liquid,35.07419586215787
252,West,Total,82.09546363264974
252,West,Solids,47.85433743618843
252,West,Liquid,34.94925561228415
253,North,Total,82.17651446525406
253,North,Solids,41.456781850166216
253,North,Liquid,40.43529103561634
253,South,Total,89.35589243211528
253,South,Solids,48.44943892231591
253,South,Liquid,40.76870494423576
253,West,Total,85.52893170824727
253,West,Solids,44.795750060053905
253,West,Liquid,40.520991264948755
254,North,Total,85.30684083747119
254,North,Solids,40.527441759527676
254,North,Liquid,42.2613117871668
254,South,Total,90.86190299005906
254,South,Solids,47.023668980265384
254,South,Liquid,42.5925840895861
254,West,Total,87.8555226259931
254,West,Solids,43.624656141971776
254,West,Liquid,42.34004586344741
255,North,Total,76.80806818760264
255,North,Solids,44.43077186500564
255,North,Liquid,32.2737874249185
255,South,Total,85.27328900230647
255,South,Solids,52.1190671746499
255,South,Liquid,33.13491499967482
255,West,Total,81.24832104429697
255,West,Solids,48.13747590092881
255,West,Liquid,33.0403358823465
256,North,Total,79.70885484448351
256,North,Solids,33.1124626298787
256,North,Liquid,51.293797415627814
256,South,Total,88.59963787116212
256,South,Solids,39.32756881419684
256,South,Liquid,51.584161371523365
256,West,Total,83.95997698676328
256,West,Solids,36.13595255994302
256,West,Liquid,51.32120115143911
257,North,Total,76.57705685719837
257,North,Solids,42.90055059584328
257,North,Liquid,33.279110957677915
257,South,Total,84.59630172107005
257,South,Solids,50.28993766092101
257,South,Liquid,34.324734192266334
257,West,Total,80.96564239348737
257,West,Solids,46.51859855513248
257,West,Liquid,34.209941424084654
258,North,Total,84.6283200039152
258,North,Solids,34.937859368955685
258,North,Liquid,50.94546012514436
258,South,Total,90.9052392099439
258,South,Solids,40.35101383834965
258,South,Liquid,51.20312319051823
258,West,Total,87.59106371852974
258,West,Solids,37.54322039425882
258,West,Liquid,51.00429100517685
259,North,Total,87.9313392385487
259,North,Solids,35.4577286165418
259,North,Liquid,49.08925824910217
259,South,Total,92.15743611623579
259,South,Solids,41.00514629207479
259,South,Liquid,49.50006828829919
259,West,Total,89.89506288865022
259,West,Solids,38.06044598482977
259,West,Liquid,49.26746250914377
260,North,Total,78.36993329853777
260,North,Solids,33.58468354061041
260,North,Liquid,47.03944993178671
260,South,Total,86.52849349596849
260,South,Solids,39.20209216257645
260,South,Liquid,48.03464775547529
260,West,Total,82.65562424651465
260,West,Solids,36.346071597728766
260,West,Liquid,47.910688853209024
261,North,Total,79.93112962471568
261,North,Solids,46.17304937395095
261,North,Liquid,35.01015686257939
261,South,Total,88.33756088783575
261,South,Solids,53.688926851688436
261,South,Liquid,35.264299929135426
261,West,Total,83.84186949510328
261,West,Solids,49.74017242908309
261,West,Liquid,35.03730066826929
262,North,Total,83.79125779890572
262,North,Solids,36.51396745785895
262,North,Liquid,48.02415734255601
262,South,Total,90.3379966184592
262,South,Solids,42.40001948207174
262,South,Liquid,48.31658271348266
262,West,Total,86.88489909226995
262,West,Solids,39.383532264733454
262,West,Liquid,48.06181763954457
263,North,Total,77.9500919793351
263,North,Solids,34.976958917028334
263,North,Liquid,44.661968111032095
263,South,Total,86.00264206983522
263,South,Solids,40.50825019894309
263,South,Liquid,45.79956851515265
263,West,Total,82.19553137410449
263,West,Solids,37.6641816970983
263,West,Liquid,45.676698702202685
264,North,Total,81.95079687103154
264,North,Solids,28.56278483794073
264,North,Liquid,56.267467652068625
264,South,Total,89.05166949091826
264,South,Solids,33.693625647241134
264,South,Liquid,56.75843646775191
264,West,Total,85.26518565462689
264,West,Solids,31.06400273359538
264,West,Liquid,56.32105365205526
265,North,Total,75.93394367491666
