simulation,location,sample_fraction,effective_surveillance_coverage_percent
53,City,Liquid,50.33347414181869
54,City,Total,80.36206337180987
54,City,Solids,45.22284078544778
54,City,Liquid,36.839420907014556
55,City,Total,79.44502576387153
55,City,Solids,46.349336236160326
55,City,Liquid,33.05637727586975
56,City,Total,84.00282380816003
56,City,Solids,39.75106737614556
56,City,Liquid,46.98217578639958
57,City,Total,84.27816521381595
57,City,Solids,45.20729815505789
57,City,Liquid,39.14529735408488
58,City,Total,83.92150903559865
58,City,Solids,43.90897285057644
58,City,Liquid,41.47210679100113
59,City,Total,85.97687940397472
59,City,Solids,29.62523700544378
59,City,Liquid,56.33893546222153
60,City,Total,84.74801849400562
60,City,Solids,34.87800669978577
60,City,Liquid,51.82236554393306
61,City,Total,85.32878926902113
61,City,Solids,35.2581095431788
61,City,Liquid,52.270367252560476
62,City,Total,86.38048828737975
62,City,Solids,33.81792886326151
62,City,Liquid,53.28457133545099
63,City,Total,81.19360189928526
63,City,Solids,18.810476394206066
63,City,Liquid,65.28379582335646
64,City,Total,80.43325293159239
64,City,Solids,39.199419560665014
64,City,Liquid,46.76885476350987
65,City,Total,81.19598150008393
65,City,Solids,41.979055417364854
65,City,Liquid,41.583121810608425
66,City,Total,83.67138524487038
66,City,Solids,36.25940218112396
66,City,Liquid,50.03512138596026
67,City,Total,85.99059723023593
67,City,Solids,38.609627616253405
67,City,Liquid,47.60569803045945
68,City,Total,81.85697622363476
68,City,Solids,50.572017170427294
68,City,Liquid,32.043393226784
69,City,Total,81.83573361958368
69,City,Solids,48.330353684128795
69,City,Liquid,34.99821160235289
70,City,Total,82.46437931964209
70,City,Solids,44.80690155879373
70,City,Liquid,39.80900145676497
71,City,Total,83.7632017884429
71,City,Solids,28.967703038427274
71,City,Liquid,55.45664052710656
72,City,Total,82.3430305514864
72,City,Solids,39.986021869303016
72,City,Liquid,45.51878189112621
73,City,Total,79.5454752025298
73,City,Solids,29.98235213333332
73,City,Liquid,51.60789136355278
74,City,Total,82.54591693082118
74,City,Solids,42.38466143954957
74,City,Liquid,41.020254050327964
75,City,Total,80.79354065266962
75,City,Solids,49.42505850017584
75,City,Liquid,32.255522073218785
76,City,Total,86.74260197540656
76,City,Solids,37.47049373112104
76,City,Liquid,49.9071977972583
77,City,Total,82.89324458279275
77,City,Solids,34.905915941981924
77,City,Liquid,48.12006261400106
78,City,Total,86.81099262005014
78,City,Solids,27.734174361406446
78,City,Liquid,59.028574164800176
79,City,Total,83.25508887173899
79,City,Solids,41.015847955513244
79,City,Liquid,44.29904000946459
80,City,Total,82.32207290757138
80,City,Solids,39.59841519174918
80,City,Liquid,44.997663492732684
81,City,Total,82.90396023395644
81,City,Solids,38.60602938903098
81,City,Liquid,47.507549101134906
82,City,Total,75.38984330467169
82,City,Solids,34.527927542746674
82,City,Liquid,39.63226065833913
83,City,Total,87.39138194166938
83,City,Solids,32.12281977925537
83,City,Liquid,56.45500905342542
84,City,Total,82.56760900976086
84,City,Solids,33.75646002875268
84,City,Liquid,49.649644548093356
85,City,Total,82.59950144235422
85,City,Solids,42.2375012756614
85,City,Liquid,40.71359110522724
86,City,Total,81.85262243289463
86,City,Solids,45.008077941061266
86,City,Liquid,37.563635432722755
87,City,Total,83.26281489533133
87,City,Solids,32.40688343807884
87,City,Liquid,55.57165654855898
88,City,Total,82.5932464670419
88,City,Solids,41.10509853261792
88,City,Liquid,44.131775908716406
89,City,Total,79.37285244764611
89,City,Solids,30.020330660307515
89,City,Liquid,51.927030450764875
90,City,Total,79.45054642569715
90,City,Solids,45.408011159017555
90,City,Liquid,36.58660021434035
91,City,Total,84.62669982910322
91,City,Solids,42.184665318732215
91,City,Liquid,43.88940209783841
92,City,Total,82.15377563701875
92,City,Solids,35.6253545683515
92,City,Liquid,50.9793632222707
93,City,Total,75.17167890436497
93,City,Solids,34.60052311875234
93,City,Liquid,40.40524027261541
94,City,Total,84.52916409856256
94,City,Solids,39.18182202605101
94,City,Liquid,46.988900694105816
95,City,Total,82.47063654689325
95,City,Solids,31.457495493986144
95,City,Liquid,55.93698339857542
96,City,Total,83.00394571438892
96,City,Solids,42.86686402136727
96,City,Liquid,41.513359742965044
97,City,Total,82.98030684239079
97,City,Solids,38.92905944770544
97,City,Liquid,47.419460688669105
98,City,Total,81.43350757528526
98,City,Solids,43.64921474029709
98,City,Liquid,39.7780328225101
99,City,Total,81.81143365984633
99,City,Solids,32.11826280245759
99,City,Liquid,49.90150249161538
100,City,Total,81.45241681321
100,City,Solids,44.64282544791015
100,City,Liquid,38.976037553147144
101,City,Total,81.60425170591533
101,City,Solids,32.94648869314396
101,City,Liquid,50.31935797520396
102,City,Total,86.45083838482547
102,City,Solids,36.09715302630358
102,City,Liquid,50.63515985967027
103,City,Total,84.79976198112963
103,City,Solids,20.87856755340094
103,City,Liquid,66.80467734184474
104,City,Total,86.52047454147201
104,City,Solids,38.385363760558924
104,City,Liquid,47.6912425095512
105,City,Total,76.7757909761604
105,City,Solids,39.547392318463515
105,City,Liquid,37.21507345866355
106,City,Total,84.28376490333494
106,City,Solids,38.43693667473716
106,City,Liquid,46.91426059113541
107,City,Total,81.2115799239459
107,City,Solids,39.24162211818595
107,City,Liquid,43.390567493276826
108,City,Total,79.69744220030265
108,City,Solids,37.78054963201764
108,City,Liquid,42.48938518981936
109,City,Total,82.91650039587162
109,City,Solids,37.379127267005515
109,City,Liquid,48.69361448269957
110,City,Total,86.8209151681163
110,City,Solids,29.233885138429827
110,City,Liquid,59.864145548747196
111,City,Total,83.18286612598254
111,City,Solids,33.32857225935973
111,City,Liquid,54.40700774114073
112,City,Total,88.7735677657032
112,City,Solids,34.19136960818667
112,City,Liquid,53.65273104387692
113,City,Total,84.31269220888568
113,City,Solids,33.926333344981
113,City,Liquid,51.164310938191996
114,City,Total,82.79076823246743
114,City,Solids,36.92158056558003
114,City,Liquid,48.85754660832661
115,City,Total,86.68162907012662
115,City,Solids,41.97353365311112
115,City,Liquid,44.245699933407664
116,City,Total,84.77406995021819
116,City,Solids,28.51518052981356
116,City,Liquid,56.80326991944257
117,City,Total,81.54207387500453
117,City,Solids,45.35753140356293
117,City,Liquid,35.78325969965886
118,City,Total,88.7338569633218
118,City,Solids,23.126536896427087
118,City,Liquid,66.28186821609756
119,City,Total,86.31453006831552
119,City,Solids,27.977888835752207
119,City,Liquid,60.09542052229313
120,City,Total,80.69067855873247
120,City,Solids,45.410549309870134
120,City,Liquid,38.52558699989048
121,City,Total,81.82860324438137
121,City,Solids,42.93624910831531
121,City,Liquid,38.41233142700791
122,City,Total,69.93631527473052
122,City,Solids,33.27544932727915
122,City,Liquid,36.19279038300745
123,City,Total,86.31810383824927
123,City,Solids,20.478599671105027
123,City,Liquid,66.93757188842004
124,City,Total,81.47042216863149
124,City,Solids,41.21152177889655
124,City,Liquid,44.073911316176776
125,City,Total,81.12452967294142
125,City,Solids,52.15739164790724
125,City,Liquid,31.17442855979074
126,City,Total,86.59611995765694
126,City,Solids,38.3478697396988
126,City,Liquid,47.84226302998382
127,City,Total,86.05342890408149
127,City,Solids,33.87375445326736
127,City,Liquid,53.22998468571847
128,City,Total,79.09883547128213
128,City,Solids,41.115802713511975
128,City,Liquid,38.162488509476866
129,City,Total,84.36768041021206
129,City,Solids,36.35918084234778
129,City,Liquid,47.328052720216185
130,City,Total,85.51570524225434
130,City,Solids,35.55864581764509
130,City,Liquid,52.25329675502538
131,City,Total,83.37287968124853
131,City,Solids,45.190517160774604
131,City,Liquid,38.21413081361094
132,City,Total,86.36649971600782
132,City,Solids,44.17546749138301
132,City,Liquid,40.49686172492192
133,City,Total,84.60770412749243
133,City,Solids,44.60512550386781
133,City,Liquid,40.459542819170224
134,City,Total,88.47353424057746
134,City,Solids,22.909602090034063
134,City,Liquid,67.6099218964472
135,City,Total,81.36214429921625
135,City,Solids,46.10871031614966
135,City,Liquid,37.20337351514073
136,City,Total,82.59510717133757
136,City,Solids,37.95877062595299
136,City,Liquid,47.72327408031799
137,City,Total,83.6380759299011
137,City,Solids,49.14465188441541
137,City,Liquid,33.906608263097944
138,City,Total,83.880836708297565
138,City,Solids,37.788644089433745
138,City,Liquid,47.31324879378788
139,City,Total,78.23288873118524
139,City,Solids,33.77911271674179
139,City,Liquid,45.31674005898124
140,City,Total,84.90086094213171
140,City,Solids,30.149169898381277
140,City,Liquid,56.488363908348774
141,City,Total,75.95506347587654
141,City,Solids,31.05923603891152
141,City,Liquid,44.689327617202764
142,City,Total,81.34484111727936
142,City,Solids,50.09060650525539
142,City,Liquid,33.01258840449074
143,City,Total,80.19107102211865
143,City,Solids,30.64817070272498
143,City,Liquid,52.86636900655748
144,City,Total,84.48279273174167
144,City,Solids,33.63382448759089
144,City,Liquid,52.00617067434781
145,City,Total,83.45290247909159
145,City,Solids,31.765218277501813
145,City,Liquid,55.13693019987282
146,City,Total,83.89624354050824
146,City,Solids,34.92340191401513
146,City,Liquid,52.65834221124813
147,City,Total,80.71434799296678
147,City,Solids,48.039014713470536
147,City,Liquid,36.243983813398465
148,City,Total,83.84687105343424
148,City,Solids,26.99267784435139
148,City,Liquid,56.777557060459486
149,City,Total,83.9844884459076
149,City,Solids,37.057294688144324
149,City,Liquid,46.9585986917935
150,City,Total,81.80155383818065
150,City,Solids,42.449158533514854
150,City,Liquid,41.267507384011246
151,City,Total,85.7432229498886
151,City,Solids,40.33084132870672
151,City,Liquid,45.36742911658379
152,City,Total,79.42191684446192
152,City,Solids,42.549344064428105
152,City,Liquid,38.90820826919285
153,City,Total,84.10271304678022
153,City,Solids,36.25338735422993
153,City,Liquid,46.84571190243334
154,City,Total,81.46899157916936
154,City,Solids,24.007356139407527
154,City,Liquid,59.605376909973394
155,City,Total,82.77279731031672
155,City,Solids,41.13403139679747
155,City,Liquid,44.19580102871327
156,City,Total,84.93067627199288
156,City,Solids,34.61384667419012
156,City,Liquid,53.134175349462886
157,City,Total,83.32034951509047
157,City,Solids,37.034629589336795
157,City,Liquid,49.294237406173764
158,City,Total,77.4269713992353
158,City,Solids,52.119033250683756
158,City,Liquid,25.16993206832821
159,City,Total,80.96551807868457
159,City,Solids,42.76555080486545
159,City,Liquid,38.16810139515026
160,City,Total,82.86172073872055
160,City,Solids,43.935993714647424
160,City,Liquid,39.97985641778749
161,City,Total,83.45681581835979
161,City,Solids,44.05264790834109
161,City,Liquid,40.56253698536732
162,City,Total,88.32612422948226
162,City,Solids,40.72124804608925
162,City,Liquid,45.92642873640097
163,City,Total,77.65039869809402
163,City,Solids,39.65462381639299
163,City,Liquid,38.87888507700862
164,City,Total,85.66529066714294
164,City,Solids,37.15232841769521
164,City,Liquid,49.22832178297962
165,City,Total,83.59653684720682
165,City,Solids,44.01397861242911
165,City,Liquid,39.50304848053203
166,City,Total,82.89902210133366
166,City,Solids,30.919045574544075
166,City,Liquid,52.72505836475167
167,City,Total,82.9083640980954
167,City,Solids,35.58145357122777
167,City,Liquid,51.56037847954976
168,City,Total,81.84881687915716
168,City,Solids,34.916571083043465
168,City,Liquid,49.63241399466411
169,City,Total,75.7431796618354
169,City,Solids,30.67095081163771
169,City,Liquid,45.05968128629687
170,City,Total,81.91906228829774
170,City,Solids,35.57506287680776
170,City,Liquid,50.30969724611046
171,City,Total,79.33164026706814
171,City,Solids,45.17617851030846
171,City,Liquid,34.66799871170513
172,City,Total,83.5918796566732
172,City,Solids,46.71276931082271
172,City,Liquid,37.694927529738465
173,City,Total,83.03290940939034
173,City,Solids,43.026932774118656
173,City,Liquid,41.87131287553939
174,City,Total,80.41709916226519
174,City,Solids,48.83416429645315
174,City,Liquid,33.918967115169494
175,City,Total,84.48839765433978
175,City,Solids,36.9863436864724
175,City,Liquid,49.364227432491035
176,City,Total,84.24227399329706
176,City,Solids,36.065620669680875
176,City,Liquid,49.75935484210169
177,City,Total,83.67212485761296
177,City,Solids,32.975407695298394
177,City,Liquid,51.82255416521853
178,City,Total,86.39126116821254
178,City,Solids,43.84919006906303
178,City,Liquid,41.172578766904095
179,City,Total,79.56506640372444
179,City,Solids,39.54694276438753
179,City,Liquid,42.57539473083926
180,City,Total,82.47804643257581
180,City,Solids,46.75032484519978
180,City,Liquid,37.78404961888792
181,City,Total,83.85162719171238
181,City,Solids,38.9108560043275
181,City,Liquid,45.64813603172588
182,City,Total,81.84059239530342
182,City,Solids,47.08536247198448
182,City,Liquid,35.75491272326008
183,City,Total,84.45436513858323
183,City,Solids,44.338032843570076
183,City,Liquid,41.672299376931555
184,City,Total,79.5693699288218
184,City,Solids,50.056707540113656
184,City,Liquid,30.591500168580804
185,City,Total,80.97369603560358
185,City,Solids,32.76588169611611
185,City,Liquid,48.767831865444926
186,City,Total,81.44883799258854
186,City,Solids,40.498503636874204
186,City,Liquid,44.6908167145033
187,City,Total,83.32728029832504
187,City,Solids,35.425011117876764
187,City,Liquid,48.15706936680804
188,City,Total,79.3941480519926
188,City,Solids,46.24377453481309
188,City,Liquid,36.70301890518131
189,City,Total,84.94760293239148
189,City,Solids,29.154631228178502
189,City,Liquid,56.704004089483796
190,City,Total,82.9304072151282
190,City,Solids,33.350469577551934
190,City,Liquid,49.360262953728665
191,City,Total,84.65949206495364
191,City,Solids,45.883591592817396
191,City,Liquid,38.2430932422679
192,City,Total,87.38662008902384
192,City,Solids,45.20053480135677
192,City,Liquid,38.782865810032234
193,City,Total,78.0685646465063
193,City,Solids,42.86310053892941
193,City,Liquid,35.3984789301354
194,City,Total,82.10187170413099
194,City,Solids,38.834841579267106
194,City,Liquid,44.17846754672185
195,City,Total,85.45779435977808
195,City,Solids,40.19136642320438
195,City,Liquid,45.68280977148473
196,City,Total,86.75543242030727
196,City,Solids,27.035483550209616
196,City,Liquid,62.05495216595538
197,City,Total,81.7391436610443
197,City,Solids,37.905408810730734
197,City,Liquid,44.40682824876654
198,City,Total,84.22479231279677
198,City,Solids,34.81789315465821
198,City,Liquid,50.88826828898528
199,City,Total,80.15485939115523
199,City,Solids,46.55318136218297
199,City,Liquid,33.38250665310354
200,City,Total,83.05805301993733
200,City,Solids,45.41647746807917
200,City,Liquid,38.15427704771698
201,City,Total,79.84401691705794
201,City,Solids,33.36754418458811
201,City,Liquid,51.36615924088551
202,City,Total,82.58165402048238
202,City,Solids,36.34282813977362
202,City,Liquid,49.84563093622988
203,City,Total,84.78755189054131
203,City,Solids,46.564939725540725
203,City,Liquid,36.219814787438196
204,City,Total,81.52147315380685
204,City,Solids,47.95917241885802
204,City,Liquid,35.87929581850965
205,City,Total,86.4616370813242
205,City,Solids,40.984557865080504
205,City,Liquid,43.693364355842974
206,City,Total,79.14359510717156
206,City,Solids,40.66886193585314
206,City,Liquid,40.44279632522193
207,City,Total,81.59459185478661
207,City,Solids,39.88673884667701
207,City,Liquid,46.44682157843458
208,City,Total,85.8599733003799
208,City,Solids,33.748365624186086
208,City,Liquid,51.72422845047841
209,City,Total,87.44967175254483
209,City,Solids,29.26578612296449
209,City,Liquid,58.7897267660128
210,City,Total,81.34573952391413
210,City,Solids,36.94131332859648
210,City,Liquid,48.003479039864075
211,City,Total,89.30810652024954
211,City,Solids,26.149069263476587
211,City,Liquid,63.843033864143216
212,City,Total,83.46916484204746
212,City,Solids,26.454171817918574
212,City,Liquid,61.49731610116061
213,City,Total,79.17633633304393
213,City,Solids,40.668793719227345
213,City,Liquid,40.32148575252499
214,City,Total,82.56492798807754
214,City,Solids,31.092870074954583
214,City,Liquid,53.422828405182265
215,City,Total,85.73561372453914
215,City,Solids,38.604786826190974
215,City,Liquid,46.06808023229478
216,City,Total,79.95193884510522
216,City,Solids,48.61228675260176
216,City,Liquid,34.74918387984721
217,City,Total,84.05282725197716
217,City,Solids,29.243871266238123
217,City,Liquid,59.153485710214525
218,City,Total,82.96640930538231
218,City,Solids,37.532820794872755
218,City,Liquid,47.78260080147727
219,City,Total,82.66754162806956
219,City,Solids,30.048637558368647
219,City,Liquid,55.10190641988395
220,City,Total,82.14670427878204
220,City,Solids,41.2554156286203
220,City,Liquid,43.970200064357854
221,City,Total,77.63763265124817
221,City,Solids,36.74860509568922
221,City,Liquid,40.85098112951257
222,City,Total,87.66695801682678
222,City,Solids,29.464687044289068
222,City,Liquid,59.31546916282926
223,City,Total,83.11229260950141
223,City,Solids,44.42663256695473
223,City,Liquid,39.90680466599516
224,City,Total,83.80137807439684
224,City,Solids,37.504068175315986
224,City,Liquid,48.61074149290797
225,City,Total,82.36202999606802
225,City,Solids,35.44278685665084
225,City,Liquid,48.93117599505601
226,City,Total,82.33450861940152
226,City,Solids,53.5920195726088
226,City,Liquid,28.297976128768028
227,City,Total,85.9509302901823
227,City,Solids,45.095200073628185
227,City,Liquid,38.37900699433443
228,City,Total,79.36878232967622
228,City,Solids,44.61757026571544
228,City,Liquid,34.57309936213438
229,City,Total,82.70009056207522
229,City,Solids,48.583244191322486
229,City,Liquid,34.986411438625616
230,City,Total,85.01171742388733
230,City,Solids,43.22110361492506
230,City,Liquid,41.417842308835276
231,City,Total,85.07269799869326
231,City,Solids,38.137549332933744
231,City,Liquid,47.983271658549995
232,City,Total,86.06267325205054
232,City,Solids,38.88307686383875
232,City,Liquid,47.36282367664761
233,City,Total,82.20931624416079
233,City,Solids,43.360596213684225
233,City,Liquid,38.654214788889554
234,City,Total,81.92974460742741
234,City,Solids,44.43962762126073
234,City,Liquid,39.44002932313713
235,City,Total,85.7317333921713
235,City,Solids,32.02624575230671
235,City,Liquid,55.11205332618678
236,City,Total,83.11611997495451
236,City,Solids,41.434745243522336
236,City,Liquid,43.11247057226509
237,City,Total,87.15629264687792
237,City,Solids,28.902221248622233
237,City,Liquid,59.241271536730146
238,City,Total,88.46733280822947
238,City,Solids,38.481687589696996
238,City,Liquid,48.142105066369304
239,City,Total,76.0844287636025
239,City,Solids,33.0047350506034
239,City,Liquid,42.85980198187541
240,City,Total,81.58677304711833
240,City,Solids,32.57768261742211
240,City,Liquid,55.406159521365396
241,City,Total,82.47285971130138
241,City,Solids,44.10851341117515
241,City,Liquid,41.10688377370544
242,City,Total,82.77791055813745
242,City,Solids,49.24275815722507
242,City,Liquid,32.347661635334866
243,City,Total,84.40884756880314
243,City,Solids,34.44450452563012
243,City,Liquid,53.33977959804269
244,City,Total,84.97022364957186
244,City,Solids,36.4863981372215
244,City,Liquid,47.291558005777546
245,City,Total,80.67677217098793
245,City,Solids,51.59826529161818
245,City,Liquid,28.43631418003328
246,City,Total,81.6499028200097
246,City,Solids,45.590869930988084
246,City,Liquid,37.52308686634904
247,City,Total,84.89238062588498
247,City,Solids,48.295993219704464
247,City,Liquid,36.86672031813027
248,City,Total,85.99644892896508
248,City,Solids,36.48046005896788
248,City,Liquid,50.942829805769804
249,City,Total,85.3344621154255
249,City,Solids,47.03840343330302
249,City,Liquid,38.13297474608599
250,City,Total,77.42044140159736
250,City,Solids,44.520096994799424
250,City,Liquid,32.893896531738164
251,City,Total,85.89128285769411
251,City,Solids,31.391557414066163
251,City,Liquid,54.73380244098915
252,City,Total,80.76517355487812
252,City,Solids,46.81166787085352
252,City,Liquid,34.71889136859219
253,City,Total,84.69999542783752
253,City,Solids,43.923159752176716
253,City,Liquid,40.54438922897016
254,City,Total,87.25415679366351
254,City,Solids,42.818179323895095
254,City,Liquid,42.36896729127092
255,City,Total,79.83987543835056
255,City,Solids,47.146621631752936
255,City,Liquid,32.6186104147433
256,City,Total,82.8453915478378
256,City,Solids,35.31104356398717
256,City,Liquid,51.383347105594254
257,City,Total,79.47021535753633
257,City,Solids,45.51722547335085
257,City,Liquid,33.69781766516284
258,City,Total,86.8382649348734
258,City,Solids,36.84951357323734
258,City,Liquid,51.02891589589266
259,City,Total,89.41565418772613
259,City,Solids,37.4090191983651
259,City,Liquid,49.23207845665545
260,City,Total,81.2926379090713
260,City,Solids,35.57514481331774
260,City,Liquid,47.436264240955346
261,City,Total,82.88421351089701
261,City,Solids,48.82146494731948
261,City,Liquid,35.08890110503911
262,City,Total,86.09660890980147
262,City,Solids,38.596857513498875
262,City,Liquid,48.11550637537796
263,City,Total,80.83660476223898
263,City,Solids,36.93322442646904
263,City,Liquid,45.11773958670868
264,City,Total,84.44652550783658
264,City,Solids,30.3784099369579
264,City,Liquid,56.4197232550605
265,City,Total,79.20760348172536
265,City,Solids,44.386430765734595
265,City,Liquid,35.87901576507378
266,City,Total,82.97737661425221
266,City,Solids,44.77499776706649
266,City,Liquid,39.33063393799257
267,City,Total,84.75791379523936
267,City,Solids,39.124308145469286
267,City,Liquid,45.44703931309774
268,City,Total,80.35183788197445
268,City,Solids,46.47286865103252
268,City,Liquid,34.62264695134801
269,City,Total,82.00067829343476
269,City,Solids,45.31199871478921
269,City,Liquid,38.53413650139343
270,City,Total,82.81871706325285
270,City,Solids,39.27483648157541
270,City,Liquid,47.40582783463978
271,City,Total,79.3144930805943
271,City,Solids,32.724420899330504
271,City,Liquid,47.88343331695663
272,City,Total,77.55788500205605
272,City,Solids,38.49606991710904
272,City,Liquid,39.04466060425237
273,City,Total,75.17080194984382
273,City,Solids,47.32360230683898
273,City,Liquid,27.968774754610966
274,City,Total,80.84274394428567
274,City,Solids,47.19820649882738
274,City,Liquid,36.578363547199515
275,City,Total,82.16993682433034
275,City,Solids,43.26077023323978
275,City,Liquid,41.40330715450069
276,City,Total,84.02187470348939
276,City,Solids,40.38760521608066
276,City,Liquid,44.48213532735406
277,City,Total,81.88653497262789
277,City,Solids,34.17687479301971
277,City,Liquid,52.010702984504654
278,City,Total,82.62958265010768
278,City,Solids,40.48782228384189
278,City,Liquid,46.057671665116814
279,City,Total,82.64154004568526
279,City,Solids,39.129967052408595
279,City,Liquid,44.98187282474191
280,City,Total,88.32475756662768
280,City,Solids,28.437634374991603
280,City,Liquid,60.70769966524857
281,City,Total,84.4184888274925
281,City,Solids,34.72076577127418
281,City,Liquid,52.39775133715888
282,City,Total,80.27802608262476
282,City,Solids,49.5651622876537
282,City,Liquid,32.50147140334065
283,City,Total,82.97764942178424
283,City,Solids,42.0551585241849
283,City,Liquid,43.37350706428666
284,City,Total,82.77387164779383
284,City,Solids,37.16817487761085
284,City,Liquid,47.716583615589315
285,City,Total,83.57522305296837
285,City,Solids,41.44550081273752
285,City,Liquid,43.822845318828826
286,City,Total,79.24676785455645
286,City,Solids,46.162577976791916
286,City,Liquid,34.151835096528906
287,City,Total,85.69370998191899
287,City,Solids,35.90570966306132
287,City,Liquid,50.18795279172624
288,City,Total,85.91765453302483
288,City,Solids,36.81994304903715
288,City,Liquid,50.29915032040253
289,City,Total,82.75901127977036
289,City,Solids,42.76777589816035
289,City,Liquid,40.62750205570468
290,City,Total,80.48843857143609
290,City,Solids,36.76254574292374
290,City,Liquid,44.551738736206005
291,City,Total,84.66831835965588
291,City,Solids,40.32084306706793
291,City,Liquid,45.60693992368164
292,City,Total,80.68225884762276
292,City,Solids,41.08432912982817
292,City,Liquid,42.310780929393644
293,City,Total,85.01769238601211
293,City,Solids,31.05912263076301
293,City,Liquid,54.65159671031682
294,City,Total,81.27245020138866
294,City,Solids,37.563922007000485
294,City,Liquid,46.06829271016422
295,City,Total,86.64176570526725
295,City,Solids,26.731972364570606
295,City,Liquid,61.081803694529754
296,City,Total,80.03572698116346
296,City,Solids,42.25689300536524
296,City,Liquid,41.337382067795
297,City,Total,84.80056291007982
297,City,Solids,42.342922766683735
297,City,Liquid,41.48017031202943
298,City,Total,84.4268832969187
298,City,Solids,42.42821680743572
298,City,Liquid,42.197969526732884
299,City,Total,82.44757674589941
299,City,Solids,38.353520582257914
299,City,Liquid,44.897508269808725
300,City,Total,86.42274587165653
300,City,Solids,31.807335934016496
300,City,Liquid,54.30341725789195
301,City,Total,83.05201995517797
301,City,Solids,53.53132297048625
301,City,Liquid,28.669759987507064
302,City,Total,84.63898193745568
302,City,Solids,40.042336516956404
302,City,Liquid,45.2761337351133
303,City,Total,81.38883814566873
303,City,Solids,50.435245485679125
303,City,Liquid,32.25832074313729
304,City,Total,78.80511911294866
304,City,Solids,47.128536135554654
304,City,Liquid,33.815336082610045
305,City,Total,82.03530787408216
305,City,Solids,50.05312252705008
305,City,Liquid,33.6038664999311
306,City,Total,81.57635507872419
306,City,Solids,45.72959737372561
306,City,Liquid,39.11797396736978
307,City,Total,83.01137320624154
307,City,Solids,34.74643259075001
307,City,Liquid,52.08265042427359
308,City,Total,82.36098076749663
308,City,Solids,49.73304162407406
308,City,Liquid,33.6341807610779
309,City,Total,83.80987291983615
309,City,Solids,47.30828883066439
309,City,Liquid,37.21840333870461
310,City,Total,79.32841105574504
310,City,Solids,37.46973823260849
310,City,Liquid,42.72299367142699
311,City,Total,83.25758851862174
311,City,Solids,51.52355218912938
311,City,Liquid,30.849553938870706
312,City,Total,85.8082559764033
312,City,Solids,36.68017777140321
312,City,Liquid,48.65909204030717
313,City,Total,81.26713005237191
313,City,Solids,42.4064079655269
313,City,Liquid,42.298002654442435
314,City,Total,85.07899420990009
314,City,Solids,37.23588595883307
314,City,Liquid,49.21729156316068
315,City,Total,80.266783001808
315,City,Solids,35.2729304881911
315,City,Liquid,47.30799808400884
316,City,Total,84.61023822291105
316,City,Solids,51.887057528790436
316,City,Liquid,31.359182034936612
317,City,Total,87.91187751685749
317,City,Solids,44.90368038012041
317,City,Liquid,39.07908984239152
318,City,Total,84.09894214362356
318,City,Solids,42.240736963900574
318,City,Liquid,42.45682663127906
319,City,Total,85.29023355058392
319,City,Solids,48.7900039403981
319,City,Liquid,34.06384610096774
320,City,Total,85.23724867689809
320,City,Solids,31.413195227353054
320,City,Liquid,55.11479515631731
321,City,Total,89.91927684669943
321,City,Solids,13.581398865915634
321,City,Liquid,77.40025183161349
322,City,Total,82.63872883427541
322,City,Solids,45.49981946266293
322,City,Liquid,37.336978500612595
323,City,Total,84.60219151223029
323,City,Solids,32.536338825131054
323,City,Liquid,54.563852251479084
324,City,Total,83.30170834096837
324,City,Solids,48.45353652721792
324,City,Liquid,34.85436996436524
325,City,Total,91.31930279142748
325,City,Solids,20.71976807095847
325,City,Liquid,70.97175055798341
326,City,Total,80.84056299895252
326,City,Solids,36.62128552499376
326,City,Liquid,45.539702802492876
327,City,Total,81.5432440617888
327,City,Solids,36.13780917736399
327,City,Liquid,47.741471472941846
328,City,Total,86.20900430715392
328,City,Solids,49.0510925691035
328,City,Liquid,35.04899985811717
329,City,Total,83.15301338919934
329,City,Solids,40.59074051575618
329,City,Liquid,44.961880373617966
330,City,Total,76.73676274721018
330,City,Solids,33.725033510362145
330,City,Liquid,43.02334640789833
331,City,Total,84.34220294389462
331,City,Solids,46.523628746829026
331,City,Liquid,36.53604253581496
332,City,Total,83.06144039499999
332,City,Solids,55.969407491478165
332,City,Liquid,27.322981272485215
333,City,Total,82.19369790144741
333,City,Solids,40.50232658740754
333,City,Liquid,44.66275486813718
334,City,Total,83.24934584666717
334,City,Solids,31.817961267271293
334,City,Liquid,55.85813520899697
335,City,Total,83.08746202362909
335,City,Solids,41.41374147118427
335,City,Liquid,44.11577280661073
336,City,Total,84.97315791412723
336,City,Solids,32.701173526159714
336,City,Liquid,55.067233490136225
337,City,Total,80.55705080604906
337,City,Solids,41.03522840170929
337,City,Liquid,43.72871250455772
338,City,Total,74.9324838552053
338,City,Solids,31.702049841550096
338,City,Liquid,43.1581712982761
339,City,Total,77.19391818432025
339,City,Solids,46.21514997815591
339,City,Liquid,31.53208231233144
340,City,Total,84.64234236609819
340,City,Solids,44.05189232982283
340,City,Liquid,39.82473408646681
341,City,Total,81.30966807504782
341,City,Solids,43.71762556812214
341,City,Liquid,39.157812659006915
342,City,Total,85.81559825930472
342,City,Solids,39.20230909783701
342,City,Liquid,47.318215626203745
343,City,Total,79.59893865188553
343,City,Solids,50.01398660671359
343,City,Liquid,29.88445754870081
344,City,Total,86.60633917316429
344,City,Solids,46.30166648531798
